dataset,n,base_pass1,base_maj_acc,base_maj_tie_rate,ext_pass1,pass1_delta,pass1_delta_ci95,ext_maj_acc,maj_acc_delta,maj_acc_delta_ci95,ext_maj_tie_rate,ext_maj_acc_tie_lower,ext_maj_acc_tie_upper,helpful_maj_rate,helpful_maj_ci95,harm_maj_rate,harm_maj_ci95,base_trunc_rate,n_complete_wrong,repair_rate_maj,repair_count_maj,repair_count_maj_tie_lower,repair_count_maj_tie_upper,repair_rate_maj_tie_lower,repair_rate_maj_tie_upper,repair_rate_maj_ci95,repair_rate_any,repair_rate_any_ci95,helpful_from_truncated,helpful_from_complete_wrong,helpful_from_mixed,helpful_from_complete_other,helpful_taxonomy_n
all,800,0.373125,0.5025,0.105,0.831875,0.45875,"[0.432,0.485]",0.87375,0.37125,"[0.336,0.406]",0.01875,0.86875,0.88125,0.37875,"[0.345,0.413]",0.0075,"[0.003,0.016]",0.64,1,0.0,0,0,0,0.0,0.0,"[0.000,0.975]",0.0,"[0.000,0.975]",0.9471947194719472,0.0,0.052805280528052806,0.0,303
gsm8k,400,0.61,0.705,0.21,0.910625,0.300625,"[0.270,0.331]",0.92,0.215,"[0.170,0.260]",0.0225,0.915,0.9275,0.23,"[0.190,0.274]",0.015,"[0.006,0.032]",0.4,1,0.0,0,0,0,0.0,0.0,"[0.000,0.975]",0.0,"[0.000,0.975]",0.8260869565217391,0.0,0.17391304347826086,0.0,92
math,400,0.13625,0.3,0.0,0.753125,0.616875,"[0.580,0.653]",0.8275,0.5275,"[0.480,0.575]",0.015,0.8225,0.835,0.5275,"[0.477,0.577]",0.0,"[0.000,0.009]",0.88,0,,0,0,0,,,"[0.000,1.000]",,"[0.000,1.000]",1.0,0.0,0.0,0.0,211
