dataset,n,base_pass1,base_maj_acc,base_maj_tie_rate,ext_pass1,pass1_delta,pass1_delta_ci95,ext_maj_acc,maj_acc_delta,maj_acc_delta_ci95,ext_maj_tie_rate,ext_maj_acc_tie_lower,ext_maj_acc_tie_upper,helpful_maj_rate,helpful_maj_ci95,harm_maj_rate,harm_maj_ci95,base_trunc_rate,n_complete_wrong,repair_rate_maj,repair_count_maj,repair_count_maj_tie_lower,repair_count_maj_tie_upper,repair_rate_maj_tie_lower,repair_rate_maj_tie_upper,repair_rate_maj_ci95,repair_rate_any,repair_rate_any_ci95,helpful_from_truncated,helpful_from_complete_wrong,helpful_from_mixed,helpful_from_complete_other,helpful_taxonomy_n
all,800,0.373125,0.5025,0.105,0.67625,0.303125,"[0.279,0.327]",0.78,0.2775,"[0.245,0.310]",0.02875,0.7725,0.79375,0.2875,"[0.256,0.320]",0.01,"[0.004,0.020]",0.64,1,0.0,0,0,0,0.0,0.0,"[0.000,0.975]",0.0,"[0.000,0.975]",0.9391304347826087,0.0,0.06086956521739131,0.0,230
gsm8k,400,0.61,0.705,0.21,0.844375,0.234375,"[0.203,0.266]",0.8925,0.1875,"[0.142,0.233]",0.055,0.88,0.92,0.2075,"[0.169,0.251]",0.02,"[0.009,0.039]",0.4,1,0.0,0,0,0,0.0,0.0,"[0.000,0.975]",0.0,"[0.000,0.975]",0.8313253012048193,0.0,0.1686746987951807,0.0,83
math,400,0.13625,0.3,0.0,0.508125,0.371875,"[0.338,0.406]",0.6675,0.3675,"[0.323,0.415]",0.0025,0.665,0.6675,0.3675,"[0.320,0.417]",0.0,"[0.000,0.009]",0.88,0,,0,0,0,,,"[0.000,1.000]",,"[0.000,1.000]",1.0,0.0,0.0,0.0,147
