dataset,n,base_pass1,base_maj_acc,base_maj_tie_rate,ext_pass1,pass1_delta,pass1_delta_ci95,ext_maj_acc,maj_acc_delta,maj_acc_delta_ci95,ext_maj_tie_rate,ext_maj_acc_tie_lower,ext_maj_acc_tie_upper,helpful_maj_rate,helpful_maj_ci95,harm_maj_rate,harm_maj_ci95,base_trunc_rate,n_complete_wrong,repair_rate_maj,repair_count_maj,repair_count_maj_tie_lower,repair_count_maj_tie_upper,repair_rate_maj_tie_lower,repair_rate_maj_tie_upper,repair_rate_maj_ci95,repair_rate_any,repair_rate_any_ci95,helpful_from_truncated,helpful_from_complete_wrong,helpful_from_mixed,helpful_from_complete_other,helpful_taxonomy_n
all,800,0.8153125,0.86125,0.0125,0.86625,0.0509375,"[0.039,0.063]",0.905,0.04375,"[0.030,0.059]",0.02375,0.90125,0.9075,0.04375,"[0.031,0.060]",0.0,"[0.000,0.005]",0.07,16,0.0,0,0,0,0.0,0.0,"[0.000,0.206]",0.0,"[0.000,0.206]",0.8285714285714286,0.0,0.17142857142857143,0.0,35
gsm8k,400,0.9571875,0.975,0.005,0.9578125,0.000625,"[0.000,0.002]",0.975,0.0,"[0.000,0.000]",0.005,0.9725,0.975,0.0,"[0.000,0.009]",0.0,"[0.000,0.009]",0.0,3,0.0,0,0,0,0.0,0.0,"[0.000,0.708]",0.0,"[0.000,0.708]",,,,,0
math,400,0.6734375,0.7475,0.02,0.7746875,0.10125,"[0.079,0.124]",0.835,0.0875,"[0.060,0.115]",0.0425,0.83,0.84,0.0875,"[0.062,0.120]",0.0,"[0.000,0.009]",0.14,13,0.0,0,0,0,0.0,0.0,"[0.000,0.247]",0.0,"[0.000,0.247]",0.8285714285714286,0.0,0.17142857142857143,0.0,35
